frame,servo_angle,speed
192,89.6484375,100
193,89.6484375,100
194,89.6484375,100
195,89.6484375,100
196,89.6484375,100
197,89.6484375,100
198,89.6484375,100
199,89.6484375,100
200,89.6484375,100
201,89.6484375,100
202,89.6484375,100
203,89.6484375,100
204,89.6484375,100
205,89.6484375,100
206,89.6484375,100
207,89.6484375,100
208,89.6484375,100
209,89.6484375,100
210,89.6484375,100
211,89.6484375,100
212,89.6484375,100
213,89.6484375,100
214,89.6484375,100
215,89.6484375,100
216,89.6484375,100
217,89.6484375,100
218,89.6484375,100
219,89.6484375,100
220,89.6484375,100
221,89.6484375,100
222,89.6484375,100
223,89.6484375,100
224,89.6484375,100
225,89.6484375,100
226,89.6484375,100
227,89.6484375,100
228,89.6484375,100
229,89.6484375,100
230,89.6484375,100
231,89.6484375,100
232,89.6484375,100
233,89.6484375,100
234,89.6484375,100
235,89.6484375,100
236,89.6484375,100
237,89.6484375,100
238,89.6484375,100
239,89.6484375,100
240,89.6484375,100
241,89.6484375,100
242,89.6484375,100
243,89.6484375,100
244,89.6484375,100
245,89.6484375,100
246,89.6484375,100
247,89.6484375,100
248,89.6484375,100
249,89.6484375,100
250,89.6484375,100
251,89.6484375,100
252,89.6484375,100
253,89.6484375,100
254,89.6484375,100
255,89.6484375,100
256,89.6484375,100
257,89.6484375,100
258,89.6484375,100
259,89.6484375,100
260,89.6484375,100
261,89.6484375,100
262,89.6484375,100
263,89.6484375,100
264,89.6484375,100
265,89.6484375,100
266,89.6484375,100
267,89.6484375,100
268,89.6484375,100
269,89.6484375,100
270,89.6484375,100
271,89.6484375,100
272,89.6484375,100
273,89.6484375,100
274,89.6484375,100
275,89.6484375,100
276,89.6484375,100
277,89.6484375,100
278,89.6484375,100
279,89.6484375,100
280,89.6484375,100
281,89.6484375,100
282,89.6484375,100
283,89.6484375,100
284,89.6484375,100
285,89.6484375,100
286,89.6484375,100
287,89.6484375,100
288,89.6484375,100
289,89.6484375,100
290,89.6484375,100
291,89.6484375,100
292,89.6484375,100
293,89.6484375,100
294,89.6484375,100
295,89.6484375,100
296,89.6484375,100
297,89.6484375,100
298,89.6484375,100
299,89.6484375,100
300,89.6484375,100
301,89.6484375,100
302,89.6484375,100
303,89.6484375,100
304,89.6484375,100
305,89.6484375,100
306,89.6484375,100
307,89.6484375,100
308,89.6484375,100
309,89.6484375,100
310,91.0601806640625,100
311,120.00091552734375,100
312,156.70623779296875,100
313,180,100
314,180,100
315,180,100
316,180,100
317,180,100
318,180,100
319,180,100
320,180,100
321,180,100
322,180,100
323,180,100
324,180,100
325,180,100
326,180,100
327,180,100
328,180,100
329,180,100
330,180,100
331,180,100
332,180,100
333,180,100
334,180,100
335,180,100
336,180,100
337,180,100
338,180,100
339,180,100
340,180,100
341,180,100
342,180,100
343,180,100
344,180,100
345,180,100
346,180,100
347,180,100
348,180,100
349,180,100
350,180,100
351,180,100
352,180,100
353,180,100
354,180,100
355,180,100
356,180,100
357,180,100
358,180,100
359,180,100
360,180,100
361,180,100
362,180,100
363,180,100
364,180,100
365,180,100
366,180,100
367,180,100
368,180,100
369,180,100
370,180,100
371,180,100
372,180,100
373,180,100
374,180,100
375,180,100
376,180,100
377,180,100
378,180,100
379,180,100
380,180,100
381,180,100
382,180,100
383,180,100
384,180,100
385,180,100
386,180,100
387,180,100
388,180,100
389,180,100
390,180,100
391,180,100
392,180,100
393,180,100
394,180,100
395,180,100
396,180,100
397,180,100
398,177.88238525390625,100
399,155.29449462890625,100
400,95.29541015625,100
401,89.6484375,100
402,89.6484375,100
403,89.6484375,100
404,89.6484375,100
405,89.6484375,100
406,89.6484375,100
407,89.6484375,100
408,89.6484375,100
409,89.6484375,100
410,89.6484375,100
411,89.6484375,100
412,89.6484375,100
413,89.6484375,100
414,89.6484375,100
415,89.6484375,100
416,89.6484375,100
417,89.6484375,100
418,89.6484375,100
419,89.6484375,100
420,89.6484375,100
421,89.6484375,100
422,89.6484375,100
423,89.6484375,100
424,89.6484375,100
425,89.6484375,100
426,89.6484375,100
427,89.6484375,100
428,89.6484375,100
429,89.6484375,100
430,89.6484375,100
431,89.6484375,100
432,89.6484375,100
433,89.6484375,100
434,89.6484375,100
435,89.6484375,100
436,89.6484375,100
437,89.6484375,100
438,89.6484375,100
439,89.6484375,100
440,89.6484375,100
441,89.6484375,100
442,89.6484375,100
443,89.6484375,100
444,89.6484375,100
445,89.6484375,100
446,89.6484375,100
447,89.6484375,100
448,89.6484375,100
449,89.6484375,100
450,89.6484375,100
451,89.6484375,100
452,89.6484375,100
453,89.6484375,100
454,89.6484375,100
455,89.6484375,100
456,89.6484375,100
457,89.6484375,100
458,89.6484375,100
459,89.6484375,100
460,89.6484375,100
461,89.6484375,100
462,89.6484375,100
463,89.6484375,100
464,89.6484375,100
465,89.6484375,100
466,89.6484375,100
467,89.6484375,100
468,89.6484375,100
469,89.6484375,100
470,89.6484375,100
471,89.6484375,100
472,89.6484375,100
473,89.6484375,100
474,89.6484375,100
475,89.6484375,100
476,89.6484375,100
477,89.6484375,100
478,89.6484375,100
479,89.6484375,100
480,89.6484375,100
481,89.6484375,100
482,89.6484375,100
483,89.6484375,100
484,89.6484375,100
485,89.6484375,100
486,89.6484375,100
487,89.6484375,100
488,89.6484375,100
489,89.6484375,100
490,89.6484375,100
491,89.6484375,100
492,89.6484375,100
493,89.6484375,100
494,89.6484375,100
495,89.6484375,100
496,89.6484375,100
497,89.6484375,100
498,89.6484375,100
499,89.6484375,100
500,89.6484375,100
501,89.6484375,100
502,89.6484375,100
503,89.6484375,100
504,89.6484375,100
505,89.6484375,100
506,89.6484375,100
507,89.6484375,100
508,89.6484375,100
509,89.6484375,100
510,89.6484375,100
511,89.6484375,100
512,89.6484375,100
513,89.6484375,100
514,89.6484375,100
515,89.6484375,100
516,89.6484375,100
517,89.6484375,100
518,89.6484375,100
519,89.6484375,100
520,89.6484375,100
521,89.6484375,100
522,89.6484375,100
523,89.6484375,100
524,89.6484375,100
525,89.6484375,100
526,89.6484375,100
527,89.6484375,100
528,89.6484375,100
529,89.6484375,100
530,89.6484375,100
531,89.6484375,100
532,89.6484375,100
533,89.6484375,100
534,89.6484375,100
535,89.6484375,100
536,89.6484375,100
537,89.6484375,100
538,89.6484375,100
539,89.6484375,100
540,89.6484375,100
541,89.6484375,100
542,89.6484375,100
543,89.6484375,100
544,89.6484375,100
545,89.6484375,100
546,89.6484375,100
547,89.6484375,100
548,89.6484375,100
549,89.6484375,100
550,89.6484375,100
551,89.6484375,100
552,89.6484375,100
553,89.6484375,100
554,89.6484375,100
555,89.6484375,100
556,89.6484375,100
557,89.6484375,100
558,89.6484375,100
559,89.6484375,100
560,89.6484375,100
561,89.6484375,100
562,89.6484375,100
563,89.6484375,100
564,89.6484375,100
565,89.6484375,100
566,89.6484375,100
567,89.6484375,100
568,89.6484375,100
569,89.6484375,100
570,89.6484375,100
571,89.6484375,100
572,89.6484375,100
573,89.6484375,100
574,89.6484375,100
575,89.6484375,100
576,89.6484375,100
577,89.6484375,100
578,106.58935546875,100
579,150.3533935546875,100
580,180,100
581,180,100
582,22.59063720703125,100
583,84.00146484375,100
584,89.6484375,100
585,89.6484375,100
586,89.6484375,100
587,89.6484375,100
588,89.6484375,100
589,89.6484375,100
590,89.6484375,100
591,89.6484375,100
592,89.6484375,100
593,89.6484375,100
594,89.6484375,100
595,89.6484375,100
596,89.6484375,100
597,89.6484375,100
598,92.471923828125,100
599,116.4715576171875,100
600,157.412109375,100
601,180,100
602,180,100
603,89.6484375,100
604,89.6484375,100
605,89.6484375,100
606,89.6484375,100
607,89.6484375,100
608,89.6484375,100
609,89.6484375,100
610,89.6484375,100
611,89.6484375,100
612,89.6484375,100
613,89.6484375,100
614,89.6484375,100
615,89.6484375,100
616,89.6484375,100
617,89.6484375,100
618,89.6484375,100
619,89.6484375,100
620,180,100
621,180,100
622,180,100
623,180,100
624,180,100
625,180,100
626,92.471923828125,100
627,92.471923828125,100
628,89.6484375,100
629,89.6484375,100
630,89.6484375,100
631,89.6484375,100
632,89.6484375,100
633,89.6484375,100
634,89.6484375,100
635,89.6484375,100
636,89.6484375,100
637,89.6484375,100
638,89.6484375,100
639,89.6484375,100
640,89.6484375,100
641,89.6484375,100
642,89.6484375,100
643,89.6484375,100
644,89.6484375,100
645,89.6484375,100
646,89.6484375,100
647,89.6484375,100
648,89.6484375,100
649,89.6484375,100
650,89.6484375,100
651,89.6484375,100
652,89.6484375,100
653,89.6484375,100
654,89.6484375,100
655,89.6484375,100
656,89.6484375,100
657,89.6484375,100
658,89.6484375,100
659,89.6484375,100
660,89.6484375,100
661,89.6484375,100
662,89.6484375,100
663,89.6484375,100
664,89.6484375,100
665,89.6484375,100
666,89.6484375,100
667,89.6484375,100
668,89.6484375,100
669,89.6484375,100
670,89.6484375,100
671,89.6484375,100
672,89.6484375,100
673,89.6484375,100
674,89.6484375,100
675,89.6484375,100
676,89.6484375,100
677,89.6484375,100
678,89.6484375,100
679,89.6484375,100
680,89.6484375,100
681,89.6484375,100
682,89.6484375,100
683,89.6484375,100
684,89.6484375,100
685,89.6484375,100
686,89.6484375,100
687,89.6484375,100
688,89.6484375,100
689,89.6484375,100
690,89.6484375,100
691,89.6484375,100
692,89.6484375,100
693,89.6484375,100
694,89.6484375,100
695,89.6484375,100
696,89.6484375,100
697,89.6484375,100
698,89.6484375,100
699,89.6484375,100
700,89.6484375,100
701,89.6484375,100
702,89.6484375,100
703,89.6484375,100
704,89.6484375,100
705,89.6484375,100
706,89.6484375,100
707,89.6484375,100
708,89.6484375,100
709,89.6484375,100
710,89.6484375,100
711,89.6484375,100
712,89.6484375,100
713,89.6484375,100
714,89.6484375,100
715,89.6484375,100
716,89.6484375,100
717,89.6484375,100
718,89.6484375,100
719,89.6484375,100
720,89.6484375,100
721,89.6484375,100
722,89.6484375,100
723,89.6484375,100
724,89.6484375,100
725,89.6484375,100
726,89.6484375,100
727,89.6484375,100
728,89.6484375,100
729,89.6484375,100
730,89.6484375,100
731,89.6484375,100
732,89.6484375,100
733,89.6484375,100
734,89.6484375,100
735,89.6484375,100
736,89.6484375,100
737,77.64862060546875,100
738,16.94366455078125,100
739,0.00274658203125,100
740,0.00274658203125,100
741,0.00274658203125,100
742,22.59063720703125,100
743,89.6484375,100
744,89.6484375,100
745,89.6484375,100
746,89.6484375,100
747,89.6484375,100
748,89.6484375,100
749,89.6484375,100
750,89.6484375,100
751,89.6484375,100
752,89.6484375,100
753,89.6484375,100
754,89.6484375,100
755,89.6484375,100
756,89.6484375,100
757,89.6484375,100
758,89.6484375,100
759,89.6484375,100
760,89.6484375,100
761,89.6484375,100
762,89.6484375,100
763,89.6484375,100
764,89.6484375,100
765,89.6484375,100
766,89.6484375,100
767,89.6484375,100
768,89.6484375,100
769,89.6484375,100
770,89.6484375,100
771,89.6484375,100
772,89.6484375,100
773,89.6484375,100
774,89.6484375,100
775,89.6484375,100
776,89.6484375,100
777,106.58935546875,100
778,141.8829345703125,100
779,180,100
780,180,100
781,108.0010986328125,100
782,89.6484375,100
783,89.6484375,100
784,89.6484375,100
785,89.6484375,100
786,89.6484375,100
787,89.6484375,100
788,89.6484375,100
789,89.6484375,100
790,89.6484375,100
791,89.6484375,100
792,89.6484375,100
793,89.6484375,100
794,89.6484375,100
795,89.6484375,100
796,89.6484375,100
797,89.6484375,100
798,89.6484375,100
799,89.6484375,100
800,89.6484375,100
801,89.6484375,100
802,89.6484375,100
803,89.6484375,100
804,89.6484375,100
805,89.6484375,100
806,89.6484375,100
807,89.6484375,100
808,89.6484375,100
809,89.6484375,100
810,89.6484375,100
811,89.6484375,100
812,89.6484375,100
813,89.6484375,100
814,89.6484375,100
815,89.6484375,100
816,89.6484375,100
817,89.6484375,100
818,89.6484375,100
819,89.6484375,100
820,89.6484375,100
821,89.6484375,100
822,89.6484375,100
823,89.6484375,100
824,89.6484375,100
825,89.6484375,100
826,89.6484375,100
827,89.6484375,100
828,89.6484375,100
829,89.6484375,100
830,89.6484375,100
831,89.6484375,100
832,89.6484375,100
833,89.6484375,100
834,89.6484375,100
835,89.6484375,100
836,89.6484375,100
837,89.6484375,100
838,89.6484375,100
839,89.6484375,100
840,89.6484375,100
841,89.6484375,100
842,89.6484375,100
843,89.6484375,100
844,89.6484375,100
845,89.6484375,100
846,89.6484375,100
847,89.6484375,100
848,89.6484375,100
849,89.6484375,100
850,89.6484375,100
851,89.6484375,100
852,89.6484375,100
853,89.6484375,100
854,89.6484375,100
855,89.6484375,100
856,89.6484375,100
857,89.6484375,100
858,89.6484375,100
859,89.6484375,100
860,89.6484375,100
861,89.6484375,100
862,89.6484375,100
863,89.6484375,100
864,89.6484375,100
865,89.6484375,100
866,89.6484375,100
867,89.6484375,100
868,89.6484375,100
869,89.6484375,100
870,89.6484375,100
871,89.6484375,100
872,89.6484375,100
873,89.6484375,100
874,89.6484375,100
875,89.6484375,100
876,89.6484375,100
877,89.6484375,100
878,89.6484375,100
879,89.6484375,100
880,89.6484375,100
881,89.6484375,100
882,89.6484375,100
883,89.6484375,100
884,89.6484375,100
885,89.6484375,100
886,89.6484375,100
887,89.6484375,100
888,89.6484375,100
889,89.6484375,100
890,89.6484375,100
891,89.6484375,100
892,89.6484375,100
893,89.6484375,100
894,89.6484375,100
895,89.6484375,100
896,89.6484375,100
897,89.6484375,100
898,89.6484375,100
899,89.6484375,100
900,89.6484375,100
901,89.6484375,100
902,89.6484375,100
903,89.6484375,100
904,89.6484375,100
905,89.6484375,100
906,89.6484375,100
907,89.6484375,100
908,89.6484375,100
909,89.6484375,100
910,89.6484375,100
911,89.6484375,100
912,89.6484375,100
913,89.6484375,100
914,89.6484375,100
915,89.6484375,100
916,89.6484375,100
917,89.6484375,100
918,89.6484375,100
919,89.6484375,100
920,89.6484375,100
921,89.6484375,100
922,89.6484375,100
923,89.6484375,100
924,89.6484375,100
925,89.6484375,100
926,88.94256591796875,100
927,0.00274658203125,100
928,0.00274658203125,100
929,0.00274658203125,100
930,0.00274658203125,100
931,0.00274658203125,100
932,0.00274658203125,100
933,0.00274658203125,100
934,0.00274658203125,100
935,0.00274658203125,100
936,0.00274658203125,100
937,0.00274658203125,100
938,0.00274658203125,100
939,0.00274658203125,100
940,0.00274658203125,100
941,0.00274658203125,100
942,0.00274658203125,100
943,0.00274658203125,100
944,0.00274658203125,100
945,0.00274658203125,100
946,0.00274658203125,100
947,0.00274658203125,100
948,0.00274658203125,100
949,0.00274658203125,100
950,0.00274658203125,100
951,0.00274658203125,100
952,0.00274658203125,100
953,0.00274658203125,100
954,0.00274658203125,100
955,0.00274658203125,100
956,0.00274658203125,100
957,0.00274658203125,100
958,0.00274658203125,100
959,0.00274658203125,100
960,0.00274658203125,100
961,0.00274658203125,100
962,0.00274658203125,100
963,0.00274658203125,100
964,0.00274658203125,100
965,0.00274658203125,100
966,0.00274658203125,100
967,0.00274658203125,100
968,0.00274658203125,100
969,89.6484375,100
970,89.6484375,100
971,89.6484375,100
972,89.6484375,100
973,89.6484375,100
974,89.6484375,100
975,89.6484375,100
976,89.6484375,100
977,89.6484375,100
978,89.6484375,100
979,89.6484375,100
980,89.6484375,100
981,89.6484375,100
982,89.6484375,100
983,89.6484375,100
984,89.6484375,100
985,89.6484375,100
986,89.6484375,100
987,89.6484375,100
988,89.6484375,100
989,89.6484375,100
990,89.6484375,100
991,89.6484375,100
992,89.6484375,100
993,89.6484375,100
994,89.6484375,100
995,89.6484375,100
996,89.6484375,100
997,89.6484375,100
998,89.6484375,100
999,89.6484375,100
1000,56.47247314453125,100
1001,56.47247314453125,100
1002,0.00274658203125,100
1003,0.00274658203125,100
1004,0.00274658203125,100
1005,0.00274658203125,100
1006,0.00274658203125,100
1007,0.00274658203125,100
1008,0.00274658203125,100
1009,0.00274658203125,100
1010,0.00274658203125,100
1011,0.00274658203125,100
1012,0.00274658203125,100
1013,0.00274658203125,100
1014,0.00274658203125,100
1015,0.00274658203125,100
1016,89.6484375,100
1017,89.6484375,100
1018,89.6484375,100
1019,89.6484375,100
1020,89.6484375,100
1021,89.6484375,100
1022,89.6484375,100
1023,89.6484375,100
1024,89.6484375,100
1025,89.6484375,100
1026,89.6484375,100
1027,89.6484375,100
1028,89.6484375,100
1029,89.6484375,100
1030,89.6484375,100
1031,89.6484375,100
1032,89.6484375,100
1033,89.6484375,100
1034,89.6484375,100
1035,89.6484375,100
1036,89.6484375,100
1037,89.6484375,100
1038,89.6484375,100
1039,89.6484375,100
1040,89.6484375,100
1041,89.6484375,100
1042,89.6484375,100
1043,89.6484375,100
1044,89.6484375,100
1045,89.6484375,100
1046,89.6484375,100
1047,89.6484375,100
1048,89.6484375,100
1049,89.6484375,100
1050,89.6484375,100
1051,89.6484375,100
1052,89.6484375,100
1053,89.6484375,100
1054,89.6484375,100
1055,89.6484375,100
1056,89.6484375,100
1057,89.6484375,100
1058,89.6484375,100
1059,89.6484375,100
1060,89.6484375,100
1061,89.6484375,100
1062,89.6484375,100
1063,89.6484375,100
1064,89.6484375,100
1065,86.824951171875,100
1066,86.824951171875,100
1067,64.237060546875,100
1068,89.6484375,100
1069,89.6484375,100
1070,89.6484375,100
1071,89.6484375,100
1072,89.6484375,100
1073,89.6484375,100
1074,89.6484375,100
1075,89.6484375,100
1076,89.6484375,100
1077,89.6484375,100
1078,89.6484375,100
1079,89.6484375,100
1080,89.6484375,100
1081,89.6484375,100
1082,89.6484375,100
1083,89.6484375,100
1084,89.6484375,100
1085,89.6484375,100
1086,89.6484375,100
1087,89.6484375,100
1088,89.6484375,100
1089,89.6484375,100
1090,89.6484375,100
1091,89.6484375,100
1092,89.6484375,100
1093,89.6484375,100
1094,89.6484375,100
1095,89.6484375,100
1096,89.6484375,100
1097,89.6484375,100
1098,89.6484375,100
1099,89.6484375,100
1100,89.6484375,100
1101,89.6484375,100
1102,89.6484375,100
1103,89.6484375,100
1104,89.6484375,100
1105,89.6484375,100
1106,89.6484375,100
1107,89.6484375,100
1108,89.6484375,100
1109,89.6484375,100
1110,89.6484375,100
1111,89.6484375,100
1112,89.6484375,100
1113,89.6484375,100
1114,89.6484375,100
1115,89.6484375,100
1116,89.6484375,100
1117,89.6484375,100
1118,89.6484375,100
1119,89.6484375,100
1120,89.6484375,100
1121,89.6484375,100
1122,89.6484375,100
1123,89.6484375,100
1124,89.6484375,100
1125,89.6484375,100
1126,89.6484375,100
1127,89.6484375,100
1128,89.6484375,100
1129,89.6484375,100
1130,89.6484375,100
1131,89.6484375,100
1132,89.6484375,100
1133,89.6484375,100
1134,89.6484375,100
1135,89.6484375,100
1136,89.6484375,100
1137,89.6484375,100
1138,89.6484375,100
1139,89.6484375,100
1140,89.6484375,100
1141,89.6484375,100
1142,89.6484375,100
1143,89.6484375,100
1144,89.6484375,100
1145,89.6484375,100
1146,89.6484375,100
1147,89.6484375,100
1148,89.6484375,100
1149,89.6484375,100
1150,89.6484375,100
1151,89.6484375,100
1152,89.6484375,100
1153,89.6484375,100
1154,89.6484375,100
1155,89.6484375,100
1156,89.6484375,100
1157,89.6484375,100
1158,89.6484375,100
1159,89.6484375,100
1160,89.6484375,100
1161,89.6484375,100
1162,89.6484375,100
1163,89.6484375,100
1164,89.6484375,100
1165,89.6484375,100
1166,89.6484375,100
1167,89.6484375,100
1168,89.6484375,100
1169,89.6484375,100
1170,89.6484375,100
1171,89.6484375,100
1172,89.6484375,100
1173,89.6484375,100
1174,89.6484375,100
1175,89.6484375,100
1176,89.6484375,100
1177,89.6484375,100
1178,89.6484375,100
1179,89.6484375,100
1180,89.6484375,100
1181,89.6484375,100
1182,89.6484375,100
1183,89.6484375,100
1184,89.6484375,100
1185,89.6484375,100
1186,89.6484375,100
1187,89.6484375,100
1188,89.6484375,100
1189,89.6484375,100
1190,89.6484375,100
1191,89.6484375,100
1192,89.6484375,100
1193,89.6484375,100
1194,167.2943115234375,100
1195,167.2943115234375,100
1196,180,100
1197,51.5313720703125,100
1198,79.06036376953125,100
1199,89.6484375,100
1200,89.6484375,100
1201,89.6484375,100
1202,89.6484375,100
1203,89.6484375,100
1204,89.6484375,100
1205,89.6484375,100
1206,89.6484375,100
1207,89.6484375,100
1208,89.6484375,100
1209,89.6484375,100
1210,89.6484375,100
1211,89.6484375,100
1212,89.6484375,100
1213,89.6484375,100
1214,89.6484375,100
1215,89.6484375,100
1216,89.6484375,100
1217,89.6484375,100
1218,89.6484375,100
1219,89.6484375,100
1220,89.6484375,100
1221,89.6484375,100
1222,89.6484375,100
1223,89.6484375,100
1224,89.6484375,100
1225,89.6484375,100
1226,89.6484375,100
1227,89.6484375,100
1228,89.6484375,100
1229,89.6484375,100
1230,89.6484375,100
1231,89.6484375,100
1232,89.6484375,100
1233,116.4715576171875,100
1234,116.4715576171875,100
1235,89.6484375,100
1236,89.6484375,100
1237,89.6484375,100
1238,89.6484375,100
1239,89.6484375,100
1240,89.6484375,100
1241,89.6484375,100
1242,89.6484375,100
1243,89.6484375,100
1244,89.6484375,100
1245,89.6484375,100
1246,89.6484375,100
1247,89.6484375,100
1248,89.6484375,100
1249,103.765869140625,100
1250,180,100
1251,180,100
1252,180,100
1253,88.94256591796875,100
1254,89.6484375,100
1255,89.6484375,100
1256,89.6484375,100
1257,89.6484375,100
1258,89.6484375,100
1259,89.6484375,100
1260,89.6484375,100
1261,89.6484375,100
1262,89.6484375,100
1263,89.6484375,100
1264,89.6484375,100
1265,89.6484375,100
1266,89.6484375,100
1267,89.6484375,100
1268,89.6484375,100
1269,89.6484375,100
1270,89.6484375,100
1271,89.6484375,100
1272,89.6484375,100
1273,89.6484375,100
1274,89.6484375,100
1275,89.6484375,100
1276,89.6484375,100
1277,89.6484375,100
1278,89.6484375,100
1279,89.6484375,100
1280,89.6484375,100
1281,89.6484375,100
1282,89.6484375,100
1283,89.6484375,100
1284,89.6484375,100
1285,89.6484375,100
1286,89.6484375,100
1287,89.6484375,100
1288,89.6484375,100
1289,89.6484375,100
1290,89.6484375,100
1291,89.6484375,100
1292,89.6484375,100
1293,89.6484375,100
1294,89.6484375,100
1295,89.6484375,100
1296,89.6484375,100
1297,89.6484375,100
1298,89.6484375,100
1299,89.6484375,100
1300,89.6484375,100
1301,89.6484375,100
1302,89.6484375,100
1303,89.6484375,100
1304,89.6484375,100
1305,89.6484375,100
1306,89.6484375,100
1307,89.6484375,100
1308,89.6484375,100
1309,89.6484375,100
1310,89.6484375,100
1311,89.6484375,100
1312,89.6484375,100
1313,89.6484375,100
1314,89.6484375,100
1315,89.6484375,100
1316,89.6484375,100
1317,89.6484375,100
1318,89.6484375,100
1319,89.6484375,100
1320,89.6484375,100
1321,89.6484375,100
1322,89.6484375,100
1323,89.6484375,100
1324,89.6484375,100
1325,89.6484375,100
1326,89.6484375,100
1327,89.6484375,100
1328,89.6484375,100
1329,89.6484375,100
1330,89.6484375,100
1331,89.6484375,100
1332,89.6484375,100
1333,89.6484375,100
1334,89.6484375,100
1335,89.6484375,100
1336,89.6484375,100
1337,89.6484375,100
1338,89.6484375,100
1339,89.6484375,100
1340,89.6484375,100
1341,89.6484375,100
1342,89.6484375,100
1343,89.6484375,100
1344,89.6484375,100
1345,89.6484375,100
1346,89.6484375,100
1347,89.6484375,100
1348,89.6484375,100
1349,89.6484375,100
1350,89.6484375,100
1351,89.6484375,100
1352,89.6484375,100
1353,89.6484375,100
1354,89.6484375,100
1355,89.6484375,100
1356,89.6484375,100
1357,89.6484375,100
1358,89.6484375,100
1359,89.6484375,100
1360,89.6484375,100
1361,89.6484375,100
1362,89.6484375,100
1363,89.6484375,100
1364,89.6484375,100
1365,89.6484375,100
1366,89.6484375,100
1367,89.6484375,100
1368,89.6484375,100
1369,89.6484375,100
1370,89.6484375,100
1371,89.6484375,100
1372,89.6484375,100
1373,89.6484375,100
1374,89.6484375,100
1375,89.6484375,100
1376,89.6484375,100
1377,89.6484375,100
1378,89.6484375,100
1379,89.6484375,100
1380,89.6484375,100
1381,89.6484375,100
1382,89.6484375,100
1383,89.6484375,100
1384,89.6484375,100
1385,89.6484375,100
1386,89.6484375,100
1387,89.6484375,100
1388,89.6484375,100
1389,89.6484375,100
1390,89.6484375,100
1391,89.6484375,100
1392,89.6484375,100
1393,89.6484375,100
1394,89.6484375,100
1395,89.6484375,100
1396,89.6484375,100
1397,89.6484375,100
1398,89.6484375,100
1399,89.6484375,100
1400,89.6484375,100
1401,89.6484375,100
1402,89.6484375,100
1403,89.6484375,100
